total number of words in words.txt = 235886 
largest string index is 24 
in Display 
  10) Largest string is formaldehydesulphoxylate	 with string length=24 
   3) Largest string is argumentativeness	 with string length=17 
   3) Largest string is aristolochiaceous	 with string length=17 
   3) Largest string is arteriophlebotomy	 with string length=17 
   3) Largest string is ascertainableness	 with string length=17 
   3) Largest string is astragaloscaphoid	 with string length=17 
   3) Largest string is astrophotographic	 with string length=17 
   3) Largest string is attitudinarianism	 with string length=17 
   3) Largest string is aurothiosulphuric	 with string length=17 
   3) Largest string is australopithecine	 with string length=17 
   3) Largest string is authoritativeness	 with string length=17 
   3) Largest string is autoagglutinating	 with string length=17 
   3) Largest string is autoagglutination	 with string length=17 
   3) Largest string is autocatalytically	 with string length=17 
   3) Largest string is autochthonousness	 with string length=17 
   3) Largest string is autodecomposition	 with string length=17 
   3) Largest string is autohybridization	 with string length=17 
   3) Largest string is autohypnotization	 with string length=17 
   3) Largest string is autolaryngoscopic	 with string length=17 
   3) Largest string is autometamorphosis	 with string length=17 
   3) Largest string is autophotoelectric	 with string length=17 
   3) Largest string is autophthalmoscope	 with string length=17 
   3) Largest string is autoplasmotherapy	 with string length=17 
   3) Largest string is autoschediastical	 with string length=17 
   3) Largest string is autosensitization	 with string length=17 
   3) Largest string is autosomatognostic	 with string length=17 
   3) Largest string is autosuggestionist	 with string length=17 
   3) Largest string is autothaumaturgist	 with string length=17 
   3) Largest string is bacteriodiagnosis	 with string length=17 
   3) Largest string is bacteriohemolysin	 with string length=17 
   3) Largest string is bacteriologically	 with string length=17 
   3) Largest string is bacteriopathology	 with string length=17 
   3) Largest string is balanoblennorrhea	 with string length=17 
   3) Largest string is basiarachnoiditis	 with string length=17 
   3) Largest string is basiparachromatin	 with string length=17 
   3) Largest string is bathyorographical	 with string length=17 
   3) Largest string is behavioristically	 with string length=17 
   3) Largest string is bibliographically	 with string length=17 
   3) Largest string is bibliokleptomania	 with string length=17 
   3) Largest string is bibliotherapeutic	 with string length=17 
   3) Largest string is biogeographically	 with string length=17 
   3) Largest string is bismutoplagionite	 with string length=17 
   3) Largest string is bitterheartedness	 with string length=17 
   3) Largest string is blastoporphyritic	 with string length=17 
   3) Largest string is blepharocarcinoma	 with string length=17 
   3) Largest string is blepharodiastasis	 with string length=17 
   3) Largest string is blepharodyschroia	 with string length=17 
   3) Largest string is blepharolithiasis	 with string length=17 
   3) Largest string is blepharophthalmia	 with string length=17 
   3) Largest string is blepharosymphysis	 with string length=17 
   3) Largest string is blunderheadedness	 with string length=17 
   3) Largest string is Borrelomycetaceae	 with string length=17 
   3) Largest string is brachiostrophosis	 with string length=17 
   3) Largest string is brachistocephalic	 with string length=17 
   3) Largest string is brachistochronous	 with string length=17 
   3) Largest string is bradyteleocinesia	 with string length=17 
   3) Largest string is bradyteleokinesis	 with string length=17 
   3) Largest string is Branchiopulmonata	 with string length=17 
   3) Largest string is branchiopulmonate	 with string length=17 
   3) Largest string is brokenheartedness	 with string length=17 
   3) Largest string is bromochlorophenol	 with string length=17 
   3) Largest string is bronchocephalitis	 with string length=17 
   3) Largest string is bronchodilatation	 with string length=17 
   3) Largest string is Bunomastodontidae	 with string length=17 
   3) Largest string is bureaucratization	 with string length=17 
   3) Largest string is calcaneonavicular	 with string length=17 
   3) Largest string is calcareosiliceous	 with string length=17 
   3) Largest string is calciovolborthite	 with string length=17 
   3) Largest string is cannibalistically	 with string length=17 
   3) Largest string is capsulolenticular	 with string length=17 
   3) Largest string is carboxyhemoglobin	 with string length=17 
   3) Largest string is cardioaccelerator	 with string length=17 
   3) Largest string is cardiodysesthesia	 with string length=17 
   3) Largest string is cardiopneumograph	 with string length=17 
   3) Largest string is cardiorespiratory	 with string length=17 
   3) Largest string is cardiosphygmogram	 with string length=17 
   3) Largest string is cardipericarditis	 with string length=17 
   3) Largest string is Carettochelydidae	 with string length=17 
   3) Largest string is cartobibliography	 with string length=17 
   3) Largest string is categorematically	 with string length=17 
   3) Largest string is caudatolenticular	 with string length=17 
   3) Largest string is celioparacentesis	 with string length=17 
   3) Largest string is celiosalpingotomy	 with string length=17 
   3) Largest string is centrolepidaceous	 with string length=17 
   3) Largest string is Cephalobranchiata	 with string length=17 
   3) Largest string is cephalobranchiate	 with string length=17 
   3) Largest string is cephalomeningitis	 with string length=17 
   3) Largest string is cephalopharyngeal	 with string length=17 
   3) Largest string is cephalorhachidian	 with string length=17 
   3) Largest string is Ceratobatrachinae	 with string length=17 
   3) Largest string is ceratophyllaceous	 with string length=17 
   3) Largest string is Ceratopteridaceae	 with string length=17 
